SMILES,NAME
CCC1(CC)C(=O)N(COC(=O)c2ccccc2)C1Sc1ccccc1,CHEMBL10375
CCCCC(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1Cl,CHEMBL274900
C1CCN(CCCN2CCCCC2)CC1,CHEMBL10598
CCN(CC)CCNC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2)c(OC)c1,CHEMBL10426
O=C(c1cccc(Cl)c1)C(O)(Cn1cncn1)c1cccc(Cl)c1,CHEMBL268023
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C=O)c(O)ccc3nc2-1,CHEMBL10364
CCOC(=O)c1[nH]cc2nc3ccc(OCc4ccccc4)cc3c-2c1CC,CHEMBL273464
CCCCCC(O)/C=C/CCCc1cccc(OCC(=O)O)c1,CHEMBL10404
C1CCN(C2CCN(CCCN3CCC(N4CCCCC4)CC3)CC2)CC1,CHEMBL10458
C(CC1CCNCC1)CC1CCNCC1,CHEMBL10749
CC(/C=C/C(O)=C1\C(=O)CN(C)C1=O)=C\C(C)C,CHEMBL274790
O=Cc1c(O)c(Cl)cc(Cl)c1Cl,CHEMBL273382
CCCCCC(O)/C=C/CC1CCc2c(cccc2OCC(=O)O)C1,CHEMBL10740
O=C(O)CCC/C=C/C[C@H]1[C@H](COCc2ccccc2)C2CC1(C#Cc1ccccc1)CO2,CHEMBL267813
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(CN)ccc3nc2-1,CHEMBL267814
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1ccc2ccccc2c1,CHEMBL274899
OC(Cc1ccc(Cl)cc1)(c1ccccc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CHEMBL10482
O=C(c1ccc(Cl)cc1Cl)C(O)(Cc1ccccc1)Cn1cncn1,CHEMBL276200
O=C(O)CCC/C=C/C[C@@H]1[C@@H](COCc2ccccc2)C2CC1(C#Cc1ccccc1)CO2,CHEMBL10923
O=C(O)CCC/C=C/C[C@H]1[C@H](/C=N/Oc2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL417793
CC(/C=C/C(O)=C1\C(=O)CNC1=O)=C\[C@@H](C)C1OC2(C)OC(C(=O)[C@@H]3O[C@@]32C)C1C,CHEMBL10433
CCCC(=O)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CHEMBL10728
c1ccc(CN2CCN(CCCN3CCN(Cc4ccccc4)CC3)CC2)cc1,CHEMBL10434
C=C(C)[C@@H]1CC[C@]2(NC(=O)NCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10362
C=C(C)[C@@H]1CC[C@]2(NC(=O)CCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10538
C=C(CNC(C)=O)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10525
O=C(c1ccccc1)C(O)(Cn1cncn1)c1ccccc1Cl,CHEMBL416520
O=C(c1ccc(F)cc1)C(O)(Cn1cncn1)c1ccccc1Cl,CHEMBL273684
CC(C)CC(=O)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CHEMBL10581
CC(C)(C)C(=O)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CHEMBL10582
CC(/C=C/C(O)=C1\C(=O)CNC1=O)=C\c1ccccc1,CHEMBL10739
CCCCC[C@H](O)/C=C/[C@H]1C2CC(C)(CO2)[C@@H]1C/C=C/CCCC(=O)O,CHEMBL273909
C1CCN(CCN2CCN(CCN3CCCCC3)CC2)CC1,CHEMBL10651
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN4CCOCC4)cccc3nc2-1,CHEMBL274382
O=C(O)CC/C=C\C[C@H]1[C@H](CNS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,CHEMBL10639
O=C(O)CCCCCC[C@H]1[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,CHEMBL275904
CC(=O)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@]43C)C12,CHEMBL10533
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1C2CC(c3ccc(-c4ccccc4)cc3)(CO2)[C@H]1C/C=C/CCCC(=O)O,CHEMBL10641
CCCC(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1,CHEMBL274151
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CHEMBL273862
C=C(CN1CCCC1)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10660
O=C(O)CCC/C=C/C[C@@H]1[C@@H](COCc2ccccc2)C2CC1(c1ccccc1)CO2,CHEMBL10966
CC(C)C(=O)C(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,CHEMBL268020
O=C(c1ccc(F)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,CHEMBL10553
CC(C)(C)NCC(O)COc1ccc(O)c(O)c1,CHEMBL266619
O=C(/C=C/C=C/c1ccccc1)C1=C(O)CNC1=O,CHEMBL10967
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C#N)ccc3nc2-1,CHEMBL10724
O=C(O)CCC/C=C/C[C@H]1[C@H](/C=N/Oc2ccc(F)cc2)C2CC1(c1cccc(F)c1)CO2,CHEMBL10349
CC(C)C(O)(Cn1cncn1)C(=O)c1ccc(Cl)cc1,CHEMBL273887
O=C(c1ccco1)C(O)(Cn1cncn1)c1ccco1,CHEMBL273863
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COCCN(C)C)c(O)ccc3nc2-1,CHEMBL10571
CC(C)(C)NCC(O)COc1ccc(O)c(O)c1F,CHEMBL10453
CN1CC(O)=C(C(=O)/C=C/C(Cl)=C/c2ccccc2)C1=O,CHEMBL10943
O=C(O)CC1C(=O)N(Cc2ccc(Br)cc2F)C(=O)c2ccc(F)cc21,CHEMBL10350
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC(O)C(O)C(C)(C)C5CC[C@]43C)C12,CHEMBL162210
O=C(c1ccc(Cl)cc1Cl)C(O)(Cn1cncn1)c1ccc(F)cc1,CHEMBL275676
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C[N+](C)(C)C)c(O)ccc3nc2-1,CHEMBL10960
O=C(c1ccccc1Cl)C(O)(Cn1cncn1)c1ccc(F)cc1,CHEMBL10596
C=C(CNCCO)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10751
CC1(C)C(O)CC[C@@]2(C)C1CC[C@]1(C)C2CCC2C3[C@H](C(=O)O)CC[C@]3(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]21C,CHEMBL10493
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL7088
O=C(O)CCC/C=C/C[C@H]1[C@H](COCc2ccccc2)C2CC1(c1ccccc1)CO2,CHEMBL10412
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,CHEMBL10413
O=C(O)COc1cccc2c1CCC(C/C=C/C(O)Cc1ccccc1)C2,CHEMBL10564
O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccccc1Cl,CHEMBL10363
O=C(c1ccccc1Cl)C(O)(Cn1cncn1)c1ccccc1Cl,CHEMBL10565
O=C(c1ccccc1Cl)C(O)(Cn1cncn1)c1ccc(Cl)cc1,CHEMBL266392
CCC(=O)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,CHEMBL10934
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1cccc2ccccc12,CHEMBL10956
O=C(O)COc1cccc2c1CCC(C/C=C/CC(c1ccccc1)c1ccccc1)C2,CHEMBL10856
CC(/C=C/C(O)=C1\C(=O)C2CCCN2C1=O)=C\c1ccc2ccccc2c1,CHEMBL10377
O=C(/C=C/C(Br)=C/c1ccccc1)C1=C(O)CNC1=O,CHEMBL10893
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,CHEMBL429950
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1C2CC(c3ccc(F)cc3)(CO2)[C@H]1C/C=C/CCCC(=O)O,CHEMBL273634
OC(Cc1ccc(Cl)cc1)(c1ccc(F)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,CHEMBL10505
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1ccccc1,CHEMBL10429
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)cccc3nc2-1,CHEMBL10391
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@@H](C)CC21,CHEMBL10443
O=C(O)CCC/C=C/C[C@@H]1[C@@H](COCc2ccccc2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL273936
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10752
Cc1ccc(S(=O)(=O)NC[C@@H]2C3CC(c4ccc(-c5ccccc5)cc4)(CO3)[C@H]2C/C=C\CCCC(=O)O)cc1,CHEMBL274818
O=C(O)CCCCC[C@H]1[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,CHEMBL276439
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1cnc2ccccc2c1,CHEMBL269407
c1cc(CN2CCNCC2)ccc1CN1CCNCC1,CHEMBL274604
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@H](C)C(O)C21,CHEMBL10406
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@H](C)CC21,CHEMBL10495
CN(C)CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CHEMBL10496
C1CCN(C2CCN(CCN3CCN(CCN4CCC(N5CCCCC5)CC4)CC3)CC2)CC1,CHEMBL10522
CCOC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,CHEMBL10894
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CNC4CC4)c(O)ccc3nc2-1,CHEMBL273949
CCC1(CC)C(=O)N(CO)C1S(=O)(=O)c1ccccc1,CHEMBL428166
COc1cc(NC(=O)COc2ccc(Cl)cc2)c(Cl)cc1C(=O)N1CCN(C)CC1,CHEMBL10537
CCN1CCCC1CNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC,CHEMBL10353
O=C(O)COc1cccc(CCC/C=N/OC(c2ccccc2)c2ccccc2)c1,CHEMBL10261
CCCCCC(/C=C/C(O)=C1\C(=O)CN(C)C1=O)=C\c1ccccc1,CHEMBL10158
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1ccc(=O)nc1SCc1ccc(F)cc1,CHEMBL10864
OCCN(CCO)CCC(c1ccccc1)c1ccccc1,CHEMBL10865
c1cc(CN2CCN(Cc3ccc(CN4CCNCC4)cc3)CC2)ccc1CN1CCNCC1,CHEMBL10779
c1cnc(N2CCN(Cc3cccc(CN4CCN(c5ncccn5)CC4)c3)CC2)nc1,CHEMBL274856
COC(=O)[C@H]1[C@@H](C)O[C@@]2(C)CC(=O)C3OC12OC([C@H](C)/C=C(C)/C=C/C(O)=C1\C(=O)CN(C)C1=O)C3C,CHEMBL268018
COc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,CHEMBL10454
O=C(O)CCC/C=C/C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL269456
O=C(O)COc1cccc2c1CCC(C/C=N/OC(c1ccccc1)c1ccccc1)C2,CHEMBL10742
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,CHEMBL494
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CNCCO)c(O)ccc3nc2-1,CHEMBL430136
CN1C(=O)c2ccc(F)cc2C2(CC(=O)NC2=O)C1=O,CHEMBL10615
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1ccnc2ccccc12,CHEMBL10387
Cc1ccc(S(=O)(=O)NC[C@@H]2C3CC(c4ccc(F)cc4)(CO3)[C@H]2CCCCOCC(=O)O)cc1,CHEMBL268474
COc1ccc(/C=C(C)/C=C/C(O)=C2\C(=O)CN(C)C2=O)c2ccccc12,CHEMBL10477
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CHEMBL84
O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,CHEMBL10372
CN1C(=O)c2ccc(Cl)cc2C2(CC(=O)NC2=O)C1=O,CHEMBL10382
CN1CC(O)=C(C(=O)/C=C/C(Br)=C/c2ccccc2)C1=O,CHEMBL10383
CN1CC(O)=C(C(=O)/C=C/C=C/c2ccccc2)C1=O,CHEMBL10286
O=C1CC2(CCCC2)CC(=O)N1OCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL10355
COc1ccccc1N1CCN(CCCON2C(=O)CC3(CCCC3)CC2=O)CC1,CHEMBL10366
Cc1ccc(S(=O)(=O)N[C@@H]2C3CC(c4ccc(O)cc4)(CO3)[C@H]2C/C=C/CCCC(=O)O)cc1,CHEMBL273661
CCC1(CC)C(=O)N(COC(=O)NS(=O)(=O)c2ccc(C)cc2)C1S(=O)(=O)c1ccccc1,CHEMBL273911
CCC1(CC)C(=O)N(COC(=O)Nc2ccc(OC)cc2)C1S(=O)(=O)c1ccccc1,CHEMBL10386
C=C(C)[C@@H]1CC[C@]2(C(=O)OCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10320
O=C(O)COc1cccc2c1CCC(C/C=C\CC(c1ccccc1)c1ccccc1)C2,CHEMBL10442
O=C(O)COc1cccc2c1CCC(C/C=C/CCc1ccccc1)C2,CHEMBL275493
CCC(C(c1ccccc1)c1ccccc1)N(CCO)CCO,CHEMBL10479
Cc1ccc(S(=O)(=O)N[C@@H]2C3CC(c4ccc(F)cc4)(CO3)[C@H]2C/C=C/CCCC(=O)O)cc1,CHEMBL10418
O=C(OCN1CCC1=O)c1ccccc1,CHEMBL10421
COc1cc(NC(=O)COc2ccc(Cl)cc2)c(Cl)cc1C(=O)O,CHEMBL10753
Cc1ccc(S(=O)(=O)NC[C@@H]2C3CC(c4ccc(-c5ccccc5)cc4)(CO3)[C@H]2CCCCCC(=O)O)cc1,CHEMBL10678
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](OC)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10550
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC,CHEMBL275019
O=C(O)CCC/C=C/C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1cccc(F)c1)CO2,CHEMBL275778
CC(C)Cc1ccc(C(C)C(=O)OCN2CCC2=O)cc1,CHEMBL273937
Cc1ccc(S(=O)(=O)N[C@@H]2C3CC(c4cccc(F)c4)(CO3)[C@H]2C/C=C/CCCC(=O)O)cc1,CHEMBL268048
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CNC4CCCCC4)c(O)ccc3nc2-1,CHEMBL276477
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,CHEMBL268961
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCN(C)C(=O)OCc1ccccc1,CHEMBL10510
O=C(O)CCC/C=C/C[C@H]1[C@H](/C=C/[C@@H](O)COc2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL273718
O=C(O)C(CC#Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,CHEMBL10469
O=C(O)COc1cccc2c1CCCC2CC/C=N/OC(c1ccccc1)c1ccccc1,CHEMBL10470
CC(C)(C)NCC(O)COc1cc(O)c(O)cc1F,CHEMBL10494
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CHEMBL10456
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN4CCC(N5CCCCC5)CC4)c(O)ccc3nc2-1,CHEMBL428675
C=C(CN)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL275961
CC(/C=C/C(O)=C1\C(=O)CNC1=O)=C\c1ccc2ccccc2c1,CHEMBL10299
C=C(CO)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL275962
O=C(OCN1C(=O)CC1S(=O)(=O)c1ccccc1)c1ccccc1,CHEMBL11012
OCC1CCCN(CCCN2CCCC(CO)C2)C1,CHEMBL10797
O=C(O)C(CC#Cc1ccccc1)NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,CHEMBL10822
CSc1cccc(N2CCN(CCCON3C(=O)c4ccccc4C3=O)CC2)c1,CHEMBL10194
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CHEMBL10206
C=C(CNCC(=O)O)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10629
O=C(O)CCC/C=C\C[C@H]1[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,CHEMBL266389
c1cc(CN2CCC(N3CCCCC3)CC2)ccc1CN1CCC(N2CCCCC2)CC1,CHEMBL10627
O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12,CHEMBL273910
CCCCCC(O)/C=C/CCC1CCCc2c(OCC(=O)O)cccc21,CHEMBL10439
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CF,CHEMBL275439
OCCN(CCO)CC(O)(c1ccccc1)c1ccccc1,CHEMBL10506
CN1CC(=O)/C(=C(O)\C=C\C=C\c2ccc(N(C)C)cc2)C1=O,CHEMBL10507
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\C1CCCCO1,CHEMBL10300
Cc1ccc(S(=O)(=O)NC[C@@H]2C3CC(c4ccc(-c5ccccc5)cc4)(CO3)[C@H]2C/C=C\CCC(=O)O)cc1,CHEMBL273411
C=C(C)[C@@H]1CC[C@]2(CNCCCCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL10319
CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)cc1OC,CHEMBL10325
COc1ccc(C(CN(CCO)CCO)c2ccccc2)cc1OC,CHEMBL269406
O=C(O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2ccc(F)cc2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL275492
CC(/C=C/C(O)=C1\C(=O)CN(C)C1=O)=C\C(C)C1CCCCC1,CHEMBL10882
COCCOCc1ccc2ccccc2c1/C=C(C)/C=C/C(O)=C1\C(=O)CN(C)C1=O,CHEMBL11186
O=C(O)CCC/C=C/C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,CHEMBL11013
O=C(OCN1C(=O)CC1Sc1nc2ccccc2o1)c1ccccc1,CHEMBL10712
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(CCN)cc1c2C,CHEMBL273685
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(CC#N)cc1c2C,CHEMBL10611
CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccccc2)cc1OC,CHEMBL10539
N[C@@H](Cc1ccccc1)C(=O)CCC(=O)O,CHEMBL10650
COc1ccc(C#Cc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1,CHEMBL10431
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1c(O)ccc2ccccc12,CHEMBL10540
O=C(O)CCC/C=C/C[C@H]1C2COC(C2)[C@@H]1COCc1ccccc1,CHEMBL10551
CCC1(CC)C(=O)N(COC(=O)c2ccccc2)C1S(=O)(=O)c1ccccc1,CHEMBL10518
c1cnc(N2CCN(Cc3ccc(CN4CCN(c5ncccn5)CC4)cc3)CC2)nc1,CHEMBL10520
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(C)c(=O)nc1SCc1ccc(F)cc1,CHEMBL10532
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(C)c(=O)nc1SCc1ccc(F)cc1,CHEMBL10440
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,CHEMBL10441
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN4CCN(C)CC4)c(O)ccc3nc2-1,CHEMBL275542
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)[C@H](O)C21,CHEMBL10488
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(OC(=O)c1cccs1)C(=O)CCl,CHEMBL276899
Cc1ccc(S(=O)(=O)N[C@@H]2C3CC(c4ccc(F)cc4)(CO3)[C@H]2C/C=C\COCC(=O)O)cc1,CHEMBL275276
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(SC)c(=O)nc1SCc1ccc(F)cc1,CHEMBL10600
COc1cc(NC(=O)COc2ccc(Cl)cc2)c(Cl)cc1C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL10628
O=C(O)CCC/C=C/C[C@@H]1[C@@H](COCc2ccccc2)C2CC1(Cc1ccc(-c3ccccc3)cc1)CO2,CHEMBL10430
CN(C)S(=O)(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,CHEMBL11677
c1cc(CN2CCC(N3CCCCC3)CC2)cc(CN2CCC(N3CCCCC3)CC2)c1,CHEMBL267085
CC(/C=C/C(O)=C1\C(=O)CNC1=O)=C\c1cccc2ccccc12,CHEMBL10407
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,CHEMBL10501
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CCO)c(=O)nc1SCc1ccc(F)cc1,CHEMBL10502
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CO)c(=O)nc1SCc1ccc(F)cc1,CHEMBL165840
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN4CCOCC4)c(O)ccc3nc2-1,CHEMBL273635
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(OC(=O)c1ccoc1)C(=O)CCl,CHEMBL10472
COc1ccccc1N1CCN(CCCON2C(=O)CC3(CCCC3)CC2O)CC1,CHEMBL10640
CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(C)cc2)cc1OC,CHEMBL274671
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\C1CCCCC1,CHEMBL10359
CC(/C=C/C(O)=C1\C(=O)CN(C)C1=O)=C\C(C)c1ccccc1,CHEMBL275675
O=C(O)CCC/C=C/C[C@H]1[C@H](NS(=O)(=O)c2ccc(F)cc2)C2CC1(c1ccc(O)cc1)CO2,CHEMBL10455
O=C1CC2(CCCC2)CCN1OCCCN1CCN(c2nsc3ccccc23)CC1,CHEMBL269176
N[C@@H](Cc1ccccc1)[C@@H](O)/C=C/C(=O)O,CHEMBL274764
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)c4ccccc4)c(O)ccc3nc2-1,CHEMBL10250
CC(/C=C/C(=O)C1=C(O)C(C)N(C)C1=O)=C\c1ccc2ccccc2c1,CHEMBL10277
CCCCC[C@H](O)/C=C/[C@H]1C2CC(Cc3ccccc3)(CO2)[C@@H]1C/C=C/CCCC(=O)O,CHEMBL10291
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\C1CCc2ccccc2C1,CHEMBL10322
Cc1ccc(S(=O)(=O)NC[C@@H]2C3CC(c4ccc(F)cc4)(CO3)[C@H]2C/C=C\CCCC(=O)O)cc1,CHEMBL10767
Cc1ccc2c(c1)CC(O)c1cc(C(C)C(=O)O)ccc1O2,CHEMBL428000
CCN(CCO)CCC(c1ccccc1)c1ccccc1,CHEMBL276146
N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)O,CHEMBL10729
CCCCCCCCCCCCNC(C)Cc1cc(OC)c(I)cc1OC,CHEMBL10831
CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)[C@@H]1CC[C@H](COC(C)=O)CC21,CHEMBL417427
C1=C(c2ccnnc2)C2CC[C@H](CC1)N2,CHEMBL10585
CCCCC[C@H](O)/C=C/[C@@H]1C2CC(c3ccc(F)cc3)(CO2)[C@H]1C/C=C/CCCC(=O)O,CHEMBL275728
